pos_val,neg_val,anticipation,anger,disgust,fear,joy,sadness,surprise,trust,word
0.0,0.0,0.004914,0.012941999999999999,0.011952,0.014903999999999997,0.0,0.010367999999999999,0.0,0.0,آدم جنجال آفرین
0.0,0.09,0.0,0.027659999999999997,0.01008,0.03993,0.00804,0.01104,0.0,0.0,آدم دیوانه
0.004,0.0,0.0,0.005922,0.0045,0.017122,0.0,0.0,0.0,0.0,آدم رده بالا
0.0,0.0,0.0,0.0,0.0,0.0,0.03564,0.0,0.044039999999999996,0.0,آدم شوخ
0.0,0.075,0.0,0.011666666666666667,0.0,0.05980333333333334,0.0,0.008586666666666668,0.0,0.0,آدم غیرعادی
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1332,آدم قدیمی مسلک
0.09375,0.09375,0.0,0.056625,0.0,0.087875,0.0,0.0,0.0,0.0,آدم مبتلا به هیستری
0.0,0.075,0.0,0.0,0.0,0.10679999999999999,0.0,0.0,0.0,0.0,آدم معمولی
0.0,0.09,0.0,0.033743999999999996,0.026640000000000004,0.040512,0.0,0.036768,0.024,0.0,آدم کش
0.0,0.0,0.0,0.08535,0.0,0.10919999999999999,0.0,0.0,0.0,0.0,آدم کش حرفهای
0.0,0.045,0.0,0.12006,0.0,0.0,0.0,0.0,0.0,0.0,آدم کشی
0.0,0.0,0.0,0.0,0.0,0.04301,0.0,0.0,0.0,0.0,آدم کم اهمیت
0.0,0.036397058823529414,0.0,0.056674705882352946,0.02669117647058824,0.06381588235294118,0.0,0.048300588235294116,0.009705882352941177,0.0,آدمکش
0.0,0.01125,0.0,0.0152,0.015419999999999998,0.01593,0.0,0.01445,0.00656,0.0,آدمکشی
0.0,0.0,0.0,0.0,0.02322,0.01836,0.038236000000000006,0.0,0.0,0.017887999999999998,آدمی
0.052500000000000005,0.035,0.0,0.0,0.0,0.0,0.027370000000000002,0.0,0.0,0.04816,آدمیت
0.0,0.0,0.0,0.0,0.0,0.0,0.09624,0.0,0.0,0.0,آدمیزاد
0.0,0.0,0.0,0.0,0.449,0.37,0.0,0.0,0.0,0.0,آدم‌خوار
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404,آدنوزین دی آمیناز
0.0,0.0,0.0,0.0,0.0,0.0,0.1092,0.0,0.0,0.0,آدینه
0.0,0.0,0.0,0.040635,0.0,0.12771,0.0,0.0,0.12771,0.0,آذرخش
0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,آذوقه
0.05291666666666667,0.0,0.0,0.0,0.011368333333333333,0.0,0.1392783333333333,0.0,0.0,0.010943333333333333,آراستن
0.026250000000000002,0.0,0.0,0.00875,0.0,0.0,0.0,0.010920000000000001,0.0016450000000000002,0.010535000000000001,آراسته
0.012500000000000002,0.012499999999999999,0.0,0.0,0.0,0.0516,0.0,0.0,0.0,0.0,آراستگی
0.057943548387096776,0.06948924731182796,0.004516344086021505,0.001480752688172043,0.0004290322580645161,0.005111505376344086,0.05381118279569892,0.008096344086021504,0.00012946236559139784,0.02491569892473118,آرام
0.125,0.25,0.0,0.0,0.0,0.0,0.394,0.0,0.0,0.0,آرام شدن
0.07333333333333333,0.014305555555555556,0.009753333333333334,0.010506666666666668,0.0,0.0,0.07571444444444445,0.007311111111111111,0.0,0.0,آرام کردن
0.06625,0.1325,0.0,0.0,0.0,0.0,0.20882,0.0,0.0,0.0,آرام گرفتن
0.05939432989690722,0.06743556701030928,0.01853835051546392,0.0,0.0,0.004272783505154639,0.09665536082474227,0.004278247422680413,0.0003103092783505154,0.03875927835051546,آرامش
0.03,0.06,0.0,0.0,0.0,0.0,0.09456,0.0,0.0,0.0,آرامش خودت را حفظ کن
0.0,0.0,0.029925000000000004,0.0,0.0,0.0,0.065475,0.010575000000000001,0.0,0.0,آرامش دادن
0.0,0.0,0.0,0.0,0.0,0.0,0.09456,0.0,0.0,0.0,آرامش و هوا
0.0625,0.125,0.0,0.0,0.0,0.0,0.197,0.0,0.0,0.0,آرامش یافتن
0.0,0.055499999999999994,0.0,0.0,0.0,0.111308,0.0,0.23060400000000003,0.0,0.0,آرامگاه
0.065,0.13,0.0,0.0,0.0,0.0,0.20488,0.0,0.0,0.0,آرامیدن
0.0,0.0,0.14808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,آرام‌پزی
0.0,0.04125,0.0,0.0,0.11968,0.0,0.0,0.0,0.0,0.0,آرایش
0.0,0.0,0.017249999999999998,0.001007142857142857,0.0,0.0,0.013628571428571426,0.0,0.0061928571428571414,0.00987857142857143,آرایه‌گری
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732,آرتیست
0.0,0.0,0.10675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,آرد کردن
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09283999999999999,0.0,آردبیز
0.000703125,0.002109375,0.0,0.062575625,0.0,0.0772040625,0.0,0.01934875,0.0,0.0,آرزم
0.05490384615384615,0.03716346153846154,0.018730384615384617,0.000563076923076923,0.009513076923076923,0.0,0.06811653846153845,0.0,0.008892692307692308,0.04771115384615385,آرزو
0.135,0.135,0.0,0.0,0.0,0.0,0.0,0.14057999999999998,0.0,0.0,آرزو کردن
0.0867,0.05955,0.06964000000000001,0.004259,0.013289,0.020182799999999997,0.032610600000000003,0.0076549999999999995,0.0139452,0.0250604,آرزومند
0.12694444444444444,0.05018518518518519,0.09060444444444445,0.006440740740740741,0.0,0.0,0.05059185185185185,0.011557777777777778,0.0206737037037037,0.03429555555555556,آرزومندی
0.0825,0.0,0.0,0.0,0.0,0.0,0.065285,0.0,0.0,0.0,آرسته
0.0,0.0,0.0,0.0,0.0592,0.07498666666666666,0.0,0.05162666666666666,0.0,0.0,آرسنیک
0.0,0.0,0.0,0.0,0.0444,0.05623999999999999,0.0,0.03872,0.0,0.0,آرسنیک سفید
0.008666666666666666,0.00075,0.018541333333333337,0.0,0.0,0.002470666666666667,0.02257466666666667,0.003853333333333334,0.003354666666666667,0.004113333333333333,آرمان
0.0046875,0.0225,0.0,0.0,0.0,0.0,0.07808999999999999,0.0,0.0,0.012845,آرمیدن
0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,آرنج
0.0,0.0,0.0,0.02808,0.0,0.0,0.0,0.0,0.0,0.0,آرنج انسان
0.0,0.0,0.0,0.0,0.0,0.0,0.01974,0.0,0.0,0.0,آروغ زدن
0.0,0.0,0.0,0.0,0.0,0.0,0.24539999999999998,0.0,0.0,0.0,آروماتراپی
0.0,0.0,0.040600000000000004,0.0,0.0,0.0,0.0,0.0,0.028980000000000002,0.0,آروین
0.041923076923076924,0.053076923076923084,0.02784230769230769,0.03757153846153846,0.032896153846153846,0.0,0.02038846153846154,0.0,0.0,0.016956153846153846,آز
0.016180555555555556,0.07597222222222222,0.0006577777777777777,0.0,0.0016133333333333332,0.0059027777777777785,0.15935166666666667,0.0,0.0,0.010526666666666667,آزاد
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,آزاد پایه
0.0,0.0,0.015058333333333333,0.0037266666666666663,0.0,0.0,0.010508333333333333,0.03,0.011331666666666669,0.011331666666666669,آزاد کردن
0.0,0.0,0.0,0.0,0.0,0.0,0.2352,0.0,0.0,0.0,آزادسازی
0.0,0.0,0.0,0.0,0.0,0.0,0.13056,0.0,0.0,0.0,آزاده
0.021836734693877553,0.01239795918367347,0.07160428571428572,0.0014008163265306125,0.001580408163265306,0.001822857142857143,0.04903244897959184,0.0030800000000000007,0.02266469387755102,0.04390938775510204,آزادی
0.00871808510638298,0.15027127659574468,0.004486936170212766,0.050563829787234046,0.03481574468085106,0.06640510638297872,0.00011548936170212765,0.0670688085106383,0.005711914893617022,0.0002114042553191489,آزار
0.11624999999999999,0.0,0.01643,0.05917555555555555,0.028519999999999997,0.06165555555555555,0.0,0.06137999999999999,0.0,0.0,آزار دادن
0.0,0.0,0.010647,0.088998,0.050270999999999996,0.032292,0.0,0.022463999999999998,0.0,0.0,آزار داشتن
0.0,0.0,0.007644000000000001,0.063896,0.036092,0.023184000000000003,0.0,0.016128,0.0,0.0,آزار رساندن
0.0,0.0,0.010647,0.088998,0.050270999999999996,0.032292,0.0,0.022463999999999998,0.0,0.0,آزار کردن
0.0,0.35,0.0,0.19095999999999996,0.05249999999999999,0.04242,0.0,0.0,0.0,0.0,آزاردهنده
0.0,0.058836206896551724,0.00632896551724138,0.0685096551724138,0.027774827586206894,0.036322758620689656,0.0,0.02835103448275862,0.0,0.0,آزردن
0.0,0.20124999999999998,0.0,0.089365,0.0,0.10270249999999999,0.0,0.16893624999999998,0.0,0.0,آزرده
0.0,0.11875,0.0042238461538461535,0.04636,0.006167692307692308,0.027535384615384614,0.0,0.02809076923076923,0.0,0.0,آزرده کردن
0.003958333333333334,0.04255208333333333,0.0,0.024924583333333333,0.012779166666666666,0.0019341666666666665,0.0,0.02298291666666667,0.0,0.0,آزردگی
0.013295454545454544,0.16551136363636362,0.0,0.006379999999999999,0.042385,0.03632318181818182,0.0,0.07286363636363637,0.01840909090909091,0.0,آزرم
0.04875,0.0,0.0,0.0,0.0,0.02025,0.0,0.0,0.0,0.0,آزرمگین
0.016805555555555556,0.029687500000000002,0.03351111111111111,0.015096944444444446,0.008265000000000002,0.048204166666666666,0.0,0.014476111111111113,0.04730222222222222,0.0,آزمایش
0.0,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,0.06624,0.0,آزمایش کردن
0.0,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.05436,0.0,آزمایش‌های مصیبت
0.05821428571428572,0.038571428571428576,0.06342857142857143,0.0,0.07161000000000002,0.0,0.01572,0.0,0.0,0.010320000000000001,آزمند
0.01875,0.02,0.08391466666666665,0.01713,0.01827533333333333,0.01057,0.008496,0.000544,0.04250399999999999,0.008128,آزمودن
0.109375,0.0,0.0,0.0,0.0,0.0,0.01716,0.0,0.01014,0.0813825,آزموده
0.005392857142857144,0.026892857142857142,0.033971428571428576,0.011986285714285715,0.00930742857142857,0.03179657142857143,0.0,0.013446857142857142,0.04240628571428571,0.0006445714285714285,آزمون
0.043750000000000004,0.025357142857142856,0.04757142857142858,0.0,0.0539,0.0,0.012351428571428572,0.0,0.0,0.008108571428571429,آزور
0.07,0.0,0.0,0.0,0.0,0.0,0.027510000000000003,0.0,0.0,0.018060000000000003,آزوند
0.03125,0.0,0.0,0.0,0.0,0.0,0.05575,0.0,0.0,0.016933333333333335,آزگار
0.035,0.0,0.0,0.0,0.0,0.013160000000000002,0.0,0.0,0.0,0.030100000000000002,آسا
0.03319444444444444,0.05666666666666667,0.009473333333333334,0.0,0.0,0.0,0.05695888888888889,0.0,0.0,0.01421,آسان
0.15375,0.0,0.0,0.0,0.0,0.0,0.17301999999999998,0.0,0.0,0.0,آسان کردن
0.04076923076923077,0.054615384615384614,0.016451538461538462,0.0,0.0,0.0,0.07926461538461539,0.0,0.0,0.01896,آسانی
0.04787202380952381,0.07748511904761905,0.02794011904761905,0.0,0.0,0.0011314285714285714,0.08499952380952382,0.001521904761904762,0.0006040476190476191,0.04070178571428571,آسایش
0.0,0.03,0.0,0.0,0.0,0.13128,0.114595,0.0,0.0,0.0,آسایشگاه
0.0,0.0325,0.0,0.0,0.0,0.005000000000000001,0.0,0.0,0.0,0.01995,آستین
0.05,0.05,0.0,0.0,0.0,0.0,0.523916,0.0,0.0,0.076464,آسمان
0.31,0.0,0.0,0.0,0.0,0.0,0.30101,0.0,0.0,0.0,آسمان هفتم
0.0,0.0,0.0,0.16737500000000002,0.0,0.0,0.11309999999999999,0.0,0.0,0.0,آسمانغره
0.0,0.0,0.016335,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,آسمانه
0.10308333333333333,0.006500000000000001,0.08762333333333334,0.0,0.0,0.015306666666666666,0.15143933333333334,0.0,0.0,0.032299999999999995,آسمانی
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04158,آسه
0.025,0.1025,0.0,0.0,0.0,0.0,0.13508,0.0,0.0,0.051379999999999995,آسودن
0.06759615384615385,0.07060897435897437,0.009933333333333334,0.0,0.0,0.0,0.07346000000000001,0.001976410256410257,0.0,0.026233846153846156,آسوده
0.06014150943396227,0.08978773584905661,0.036877169811320755,0.0,0.0,0.0,0.08177830188679246,0.0013301886792452832,0.0004867924528301886,0.05372924528301887,آسودگی
0.075,0.0,0.0,0.04239999999999999,0.062400000000000004,0.0,0.0,0.0282,0.0,0.0,آسیا
0.0,0.0,0.11285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,آسیاب
0.002661870503597122,0.11079136690647483,0.0,0.04537309352517986,0.023909856115107913,0.06352942446043167,0.0,0.054286474820143885,0.009649640287769783,0.0,آسیب
0.0,0.18000000000000002,0.0,0.03752,0.0,0.05376,0.0,0.04496,0.0,0.0,آسیب تصادفی
0.0,0.0,0.0,0.0,0.0,0.01712666666666667,0.0,0.011666666666666667,0.01712666666666667,0.0,آسیب دیدن
0.0,0.065,0.0,0.04290000000000001,0.023764,0.043887999999999996,0.0,0.030888,0.0,0.0,آسیب رسان
0.0,0.03375,0.0,0.0,0.0,0.05769,0.0,0.0,0.0,0.0,آسیمه سری
0.0,0.0,0.0,0.0,0.0,0.0,0.019602,0.0,0.0,0.02596,آشامیدن
0.0,0.0,0.0,0.0035,0.0,0.0,0.008773333333333334,0.0,0.0,0.0,آشامیدنی
0.0373046875,0.0551953125,0.042765625,0.0018900000000000002,0.0024281250000000006,0.0013650000000000001,0.06529,0.002051875,0.0,0.06847,آشتی
0.012857142857142857,0.03321428571428571,0.0,0.0,0.19518857142857143,0.0,0.0,0.02072571428571429,0.0,0.0,آشغال
0.012482142857142858,0.13385714285714287,0.009567,0.05495471428571429,0.018317142857142858,0.033071857142857146,0.001636,0.03570028571428571,0.0034157142857142862,0.000906,آشفته
0.008627450980392156,0.07871323529411765,0.007565196078431372,0.03265764705882353,0.007139803921568628,0.042945980392156864,0.00443421568627451,0.02433323529411765,0.02758382352941177,0.0,آشفتگی
0.05241379310344828,0.0016379310344827587,0.012579310344827585,0.002827586206896552,0.0024224137931034484,0.004310344827586207,0.025480689655172414,0.0,0.0,0.09089034482758622,آشنا
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15744,آشنا روح
0.0,0.0,0.042570000000000004,0.0,0.0,0.0,0.036382500000000005,0.0,0.026400000000000003,0.0373725,آشنا کردن
0.065,0.0,0.05217333333333333,0.0,0.0,0.03388666666666667,0.0,0.0,0.0,0.04194666666666667,آشنایی
0.023849557522123893,0.08674778761061946,0.007131327433628319,0.0704653982300885,0.01862265486725664,0.054294070796460175,0.0029461946902654868,0.02042513274336283,0.019503805309734515,0.0009961061946902655,آشوب
0.0,0.0,0.25784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,آشپزی
0.078575,0.09852499999999999,0.026204,0.0168006,0.023927,0.0083222,0.0161246,0.006560399999999999,0.0039686,0.0766684,آشکار
0.0,0.0,0.11256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,آشکار جنبش
0.0,0.0,0.03394285714285714,0.0,0.0,0.0,0.07457142857142858,0.0,0.050525714285714285,0.05851428571428572,آشکار شدن
0.0,0.008571428571428572,0.01978285714285714,0.010714285714285714,0.008845714285714287,0.008035714285714285,0.009957857142857143,0.010182857142857143,0.04466857142857143,0.012075,آشکار کردن
0.06642857142857143,0.049999999999999996,0.036797142857142855,0.0,0.0,0.011171428571428572,0.0,0.0,0.0,0.10362285714285714,آشکارا
0.0,0.0,0.0,0.0,0.0,0.042480000000000004,0.0,0.0,0.0,0.0,آشکارکردن
0.0,0.0,0.0,0.0,0.0,0.042480000000000004,0.0,0.0,0.0,0.0,آشکاری
0.0059375,0.0034375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056715,آشیان
0.007000000000000001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073424,آشیانه
0.0,0.1125,0.0,0.32715,0.0,0.0,0.0,0.0,0.0,0.0,آغا
0.005494186046511629,0.0031976744186046516,0.07846860465116279,0.00011511627906976743,0.0,0.009753488372093022,0.010114418604651162,0.002717906976744186,0.02991232558139535,0.008644186046511628,آغاز
0.0,0.0,0.0,0.09072000000000001,0.0,0.09909000000000001,0.0,0.0,0.0,0.0,آغاز به وجود و رشد کردن
0.0,0.0,0.0,0.10235999999999999,0.0,0.09564,0.0,0.0,0.0,0.0,آغاز تن
0.0010714285714285715,0.0032142857142857142,0.043227857142857144,0.0,0.0,0.003516428571428572,0.0,0.0,0.017937142857142856,0.0,آغاز کردن
0.0,0.0,0.0,0.0,0.0,0.026320000000000003,0.0,0.0,0.0,0.060200000000000004,آغازه
0.00125,0.00375,0.02971666666666667,0.0,0.0,0.0045583333333333335,0.0,0.0,0.01118,0.0,آغازیدن
0.034166666666666665,0.015,0.09892249999999998,0.0,0.0,0.0,0.042284999999999996,0.0,0.0,0.07958166666666668,آغازین
0.0,0.0975,0.0,0.04935,0.05354999999999999,0.054389999999999994,0.0,0.054419999999999996,0.0,0.0,آغشته به خون
0.06375,0.0,0.026222500000000003,0.0,0.0,0.0,0.028730000000000006,0.0,0.013260000000000001,0.025585,آغوش
0.0,0.0,0.09954,0.0,0.0,0.0,0.12684,0.0,0.0,0.0,آغوش با مواد مخدر
0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,آفاق
0.007804878048780488,0.08539634146341464,0.0,0.027635853658536585,0.027367560975609755,0.05033634146341463,0.0,0.03637451219512195,0.017743902439024392,0.0,آفت
0.0,0.0,0.051175000000000005,0.0,0.0,0.0,0.030590000000000003,0.0,0.01978,0.05037,آفتاب
0.0,0.0,0.02023,0.0,0.0,0.0,0.0,0.0,0.010920000000000001,0.0,آفتاب گردان
0.0,0.0,0.0,0.0,0.0,0.0,0.015552,0.0,0.0,0.013979999999999998,آفریدن
0.00625,0.003125,0.0,0.00301125,0.0348425,0.018275,0.018860000000000002,0.0,0.0,0.0,آفریده
0.006875,0.0,0.04235,0.0,0.0,0.008225,0.0476875,0.0,0.0,0.053987499999999994,آفریدگار
0.10439655172413792,0.004137931034482759,0.01285896551724138,0.0,0.0036868965517241376,0.0,0.05348241379310345,0.0,0.0040086206896551724,0.07893034482758621,آفرین
0.09875,0.0,0.0894675,0.0,0.0,0.0,0.1641225,0.0,0.0740625,0.10191,آفرین گفتن
0.0205,0.0085,0.0,0.04128,0.0,0.0,0.11020800000000001,0.0,0.0,0.0,آفرینش
